SpeciesUId,Class,Order,Name,ScientificName,Icon,Notes,Level,RedData
347,Birds,Terns Petrels and Frigates,Damara Tern,Sterna balaenarum,334a.png,"  Small; above grey, including rump and tail; below white; crown black; bill black; legs yellow. S and W coast. Uncommon Br migrant, summer .",1,N
348,Birds,Terns Petrels and Frigates,Little Tern,Sterna albifrons,335a.png,"  Small; above grey; rump and tail white; crown black, forehead white; bill yellow, tip black (Br) or all black (Nonbr). Coastal waters. Uncommon Nonbr migrant, summer.",1,N
349,Birds,Terns Petrels and Frigates,White-cheeked Tern,Sterna repressa,336a.png,  Medium; white with lead-grey back and wings; hindcrown black; bill and legs red; underparts grey in Br birds. Marine shores and open ocean. Very rare vagrant. ,1,N
350,Birds,Terns Petrels and Frigates,Black Tern,Chlidonias niger,337a.png,"  Small. Nonbr: above dull grey; below white; hindcrown and earpatch black; bill black; legs red. Br: mostly black; wings all pale. Inland and coastal waters. Common Nonbr migrant on W coast, elsewhere uncommon, summer. ",1,N
351,Birds,Terns Petrels and Frigates,Whiskered Tern,Chlidonias hybrida,338a.png,  Small. Br: Lead grey all over; cheeks white; crown black; bill and legs red. Nonbr: above grey; below white; hindcrown black; no black earpatch; bill black. Inland vleis and pans. Common resident. ,1,N
352,Birds,Terns Petrels and Frigates,White-winged Tern,Chlidonias leucopterus,339a.png,"  Small. Nonbr: mottled grey above; white below; black earpatch; bill black; legs red. Br: mostly black; upperwing and lower hindwing white; bill and legs red. Inland waters. Common Nonbr migrant, summer. ",1,N
353,Birds,Terns Petrels and Frigates,Brown Noddy,Anous stolidus,340a.png,  Medium; dark sooty brown; crown pale grey; forehead white; lores sharply black; tail wedge-shaped. Coastal waters. Very rare vagrant. ,1,N
354,Birds,Terns Petrels and Frigates,Lesser Noddy,Anous tenuirostris,341a.png,"  Medium; very similar to Common Noddy; sooty brown; whitish forehead merges with lavender grey hindcrown and dark lores; bill relatively long, thin. Offshore waters. Very rare vagrant. ",1,N
355,Birds,Small Water Birds,African Skimmer,Rynchops flavirostris,343a.png,"  Medium; elongate shape; above sooty black; below white; bill long, slightly downcurved with elongate lower jaw, red tipped yellow; legs short, red. Tropical rivers and coastal lagoons. Locally common Br migrant. ",1,N
356,Birds,Francolins,Namaqua Sandgrouse,Pterocles namaqua,344a.png,"  Small; central tail feathers long, pointed. Male: head, mantle and breast yellowish olive; back olive brown with large pearl grey flecks; double breastband of white and maroon; belly dark brown. Female: head and breast streaked black on buff; rest of body barred black and buff. Semidesert to desert. Mainly dry W. Common resident and nomad.",1,N
357,Birds,Francolins,Burchell’s Sandgrouse,Pterocles burchelli,345a.png,  Small; above yellowish brown; below salmon pink; boldly spotted above and below with white; male has grey face with yellow eyering; female has yellowish face with dark eyering. Kalahari sandveld. Widespread in centre. Common resident and nomad.,1,N
358,Birds,Francolins,Yellow-throated Sandgrouse,Pterocles gutturalis,346a.png,"  Medium; throat yellow; belly deep chestnut; underwing black. Male: above olive grey; black collar below yellow throat. Female: barred black and buff above and below. Short-grass plains, cultivated fields. Mainly w Transvaal to Botswana and n Namibia. Locally common resident and Br migrant.",1,N
359,Birds,Francolins,Double-banded Sandgrouse,Pterocles bicinctus,347a.png,"  Small. Male: conspicuous black and white pattern on forehead; bill yellow; above mottled brown, black and white; face and breast yellowish olive; breastbands white and black; belly finely barred. Female: finely barred above and below; bill yellowish, tipped darker; eyering yellow. Dry woodland to rocky semidesert. Mainly subtropical to tropical. Common resident.",1,N
360,Birds,Doves and Pigeons,Rock Dove,Columba livia,348a.png,"  Medium; coloration variable; usually grey with two black wingbands; rump white; neck and upper breast iridescent green and purple; glides with wings raised at high angle. Towns, cities. Widespread. Common introduced resident.",1,N
361,Birds,Doves and Pigeons,Speckled Pigeon,Columba guinea,349a.png,"  Medium; above deep maroon brown, spotted with white on wings, streaked white on neck; head grey with red eyepatch; belly grey. Mountains, cliffs, buildings. Widespread. Common resident.",1,N
362,Birds,Doves and Pigeons,African Olive Pigeon,Columba arquatrix,350a.png,"  Medium; mostly dark purplish brown, spotted with white; head grey; bill, eyepatch and legs bright yellow. Evergreen forest in S and E. Locally common resident.",1,N
363,Birds,Doves and Pigeons,Eastern Bronze-naped Pigeon,Columba delegorguei,351a.png,  Smallish to medium;  very dark maroon brown;  male has white collar on mantle;  bill and legs dark.  Canopy of tall evergreen forest in SE and E.  Rare and localized resident.,1,N
364,Birds,Doves and Pigeons,Red-eyed Dove,Streptopelia semitorquata,352a.png,"  Medium; mostly pinkish grey, darker purplish slaty on back; crown bluegrey; black collar on hindneck; tail tipped pale grey. Voice kooROOkuku, KOOku. Large trees in woodland or gardens. Widespread except in arid regions. Common resident.",1,N
365,Birds,Doves and Pigeons,African Mourning Dove,Streptopelia decipiens,353a.png,"  Small to medium; similar to Redeyed Dove, but smaller with greyer head and bright red skin around yellow eye; black collar on hindneck. Voice rolling krrrrowrrr, followed by resonant wuwu-wooo. Tropical riverine forest. Locally common resident.",1,N
366,Birds,Doves and Pigeons,Cape Turtle Dove,Streptopelia capicola,354a.png,"  Small; clear grey, darker on back; black collar on hindneck; no red eyepatch. Voice kuk-KOORR-ru. Woodland, towns, farmland. Widespread. Very common resident.",1,N
367,Birds,Doves and Pigeons,European Turtle Dove,Streptopelia turtur,354a.png,"  Small; head and neck grey; patches at sides of neck chequered black and white; back and wings light rufous, spotted black; tail black, tipped white; breast pinkish grey, shading to white belly. Farmland, dry savanna. Very rare vagrant.",1,N
368,Birds,Doves and Pigeons,Laughing Dove,Streptopelia senegalensis,355a.png,"  Small; above cinnamon, mixed with bluegrey on wings; below greyish pink with deep rufous breast, spotted black, merging with white belly; no black collar on hindneck. Voice soft bubbling cooing notes. Anywhere with trees. Widespread. Very common resident.",1,N
369,Birds,Doves and Pigeons,Namaqua Dove,Oena capensis,356a.png,"  Small; tail, long, wedge-shaped; mostly grey, merging to white on belly; wings cinnamon; pale bar across lower back, bordered by dark bars; % has black face and bib with bright yellow bill. Drier woodland and thornveld, semidesert, farmland. Widespread mainly in W. Common resident and nomad.",1,N
370,Birds,Doves and Pigeons,Blue-spotted Wood Dove,Turtur afer,357a.png,"  Small; above brown; wingspots iridescent blue; crown grey; below pinkish grey; wings cinnamon; pale bar across lower back, bordered by dark bars; bill yellow, red at base. Voice similar to that of Greenspotted Dove, but ending abruptly after only 6-9 quick notes. Edges of forest and riverine woodland. Tropical NE. Locally common resident.",1,N
371,Birds,Doves and Pigeons,Emerald-spotted Wood Dove,Turtur chalcospilos,358a.png,"  Small; similar to Bluespotted Dove, but back greyer, wingspots iridescent green, bill black. Voice hooting, starting slowly and speeding up, dropping slightly in pitch, ending with series of quick notes. Savanna and bushveld. Widespread except in arid regions. Common resident.",1,N
372,Birds,Doves and Pigeons,Tambourine Dove,Turtur tympanistria,359a.png,"  Small; similar to Greenspotted Dove, but eyebrow and underparts white; wingspots dark blueblack; bands across lower back indistinct. Voice similar to that of Greenspotted Dove, but more prolonged, ending with up to 20 quick notes at even pitch. Lowland evergreen forest, riverine woodland. Mainly in E. Fairly common resident.",1,N
373,Birds,Doves and Pigeons,Lemon Dove,Aplopelia larvata,360a.png,  Small to medium; dark with pale face; above greenish black; below cinnamon. Depths of evergreen forest understory. From sw Cape to e tropical forests. Uncommon resident (easily overlooked).,1,N
374,Birds,Doves and Pigeons,African Green Pigeon,Treron calvus,361a.png,"  Small to medium; mostly soft green, tinged greyish; purplish wrist patch; lower belly, thighs and tips of tail yellow. Voice squeaky whistling notes. Woodland, especially with fig trees. Widespread except in arid and winter-rainfall regions. Common resident and nomad.",1,N
375,Birds,Parrot,Cape Parrot,Poicephalus robustus,362a.png,"  Medium; mostly dull green, brighter on rump and belly; head dull olive brown; forehead (in female), thighs and bend of wing bright orange-scarlet. Evergreen and riverine forests of SE and E. Rare to locally fairly common nomad.",1,N
376,Birds,Parrot,Grey-headed Parrot,Poicephalus fuscicollis,362a.png,"  Medium; head and breast grey; rest of body green; forehead (in female), bend of wing and thighs bright orange-scarlet. Woodland and riverine forest. Northern Zimbabwe to n Namibia. Uncommon resident.",1,N
377,Birds,Parrot,Brown-headed Parrot,Poicephalus cryptoxanthus,363a.png,"  Small; body light green; head brown; underwing bright yellow; no yellow patches visible when perched. Woodland, riverine forest. Extreme e lowlands. Common resident.",1,N
378,Birds,Parrot,Meyer’s Parrot,Poicephalus meyeri,364a.png,"  Small; generally brown; belly and rump green to blue-green; bright yellow patches on crown, bend of wing and thigh. Woodland, riverine forest. Tropical N. Common resident.",1,N
379,Birds,Parrot,Rose-ringed Parakeet,Psittacula krameri,366a.png,"  Medium; tail long, wedge-shaped; bright green all over; % has pink and black collar on neck; bill bright red. Woodland, parks. Introduced to Johannesburg, Durban and Zululand. Scarce and local.",1,N
380,Birds,Parrot,Rosy-faced Lovebird,Agapornis roseicollis,367a.png,"  Small; shape dumpy; tail short; bright green; rump blue; face and breast rose pink; forehead red; bill pale yellowish. Dry woodland, riverine scrub. Arid W. Locally common resident and nomad.",1,N
381,Birds,Turacos and Cuckoos,Knysna Turaco,Tauraco corythaix,370a.png,"  Medium; head and body green; wings and tail dark blue or green; flight feathers crimson; crest long (but less than 60 mm), fan-shaped, tipped white; white stripes above and below eye; bill red. Riverine and evergreen forest. Southern and e Cape, w Zululand, N to Soutpansberg. Fairly common resident.",1,N
382,Birds,Turacos and Cuckoos,Livingstone’s Turaco,Tauraco livingstonii,370a.png,"  Medium. Head and body green; wings and tail dark glossy green, sometimes with blue tinge; crest tall (up to 75 mm), pointed, tipped white; flight feathers crimson ;bill red; white streak above and below eye. Evergreen and riverine forest. Extreme n KwaZulu-Natal to coastal Mozambique and e highlands of Zimbabwe. Fairly common resident.",1,N
383,Birds,Turacos and Cuckoos,Purple-crested Turaco,Tauraco porphyreolophus,371a.png,"  Medium; similar to Knysna Lourie, but crest and wings metallic purple; bill black. Evergreen and riverine forest, dense woodland. Subtropical to tropical E and NE. Fairly common resident. ",1,N
384,Birds,Turacos and Cuckoos,Grey Go-away-bird,Corythaixoides concolor,373a.png,"  Medium; plain grey with long shaggy crest. Voice distinctive ""go-waaaay"". Bushveld, savanna, suburbia. Northern half of s Africa. Common resident.",1,N
385,Birds,Turacos and Cuckoos,Common Cuckoo,Cuculus canorus,374a.png,"  Medium; mostly grey; belly barred black and white; bill black, base pale yellowish green; eyering and feet yellow. Woodland, savanna, foothills. Widespread except in arid regions. Uncommon Nonbr Palaearctic migrant.",1,N
386,Birds,Turacos and Cuckoos,African Cuckoo,Cuculus gularis,375a.png,"  Medium; similar to Eurasian Cuckoo, but bill yellow with black tip; eyering and feet yellow. Voice repeated hoop-hoop. Woodland, savanna. Uncommon Br migrant.",1,N
387,Birds,Turacos and Cuckoos,Madagascar Cuckoo,Cuculus rochii,376a.png,"  Small. Mainly grey, paler on breast, darker on wings; belly boldly barred dark brown and white; undertail coverts plain white; tail blackish, spotted white; bill black with yellow base; legs and feet yellow. Woodland. Breeds Madagascar; migrates to African mainland;  rare nonbreeding vagrant to e parts of s Africa.",1,N
